"INST
CODE",INSTITUTE NAME,PLACE,DIST,COED,TYPE,"YEAR OF
ESTB",BRANCH,BRANCH NAME,OC Boys,OC Girls,"TUITION
FEE",AFFILIATED
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,COED,GOV,2022,MEC,MECHANICAL ENGINEERING,116371,116754,50000,JNTUH
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2002,CSE,COMPUTER SCIENCE AND ENGINEERING,46102,46102,87000,JNTUH
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2002,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",60923,60923,87000,JNTUH
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,96000,109610,87000,JNTUH
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2002,INF,INFORMATION TECHNOLOGY,63790,63790,87000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,CIV,CIVIL ENGINEERING,115843,115843,69000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,52561,54901,69000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,93736,93736,69000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,117323,117323,69000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,99052,99052,69000,JNTUH
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,COED,PVT,2001,CIV,CIVIL ENGINEERING,113366,113366,55000,JNTUH
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,59727,63013,55000,JNTUH
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,65766,89994,55000,JNTUH
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,82733,106497,55000,JNTUH
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,GIRLS,PVT,2008,CIV,CIVIL ENGINEERING,0,98159,90000,JNTUH
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,0,38971,90000,JNTUH
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,0,81101,90000,JNTUH
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,92574,90000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,118493,118493,100000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),38949,46068,100000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,28877,31121,100000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",36902,40963,100000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,54812,79794,100000,JNTUH
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,67542,118493,100000,JNTUH
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,CIV,CIVIL ENGINEERING,73299,73299,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,CSE,COMPUTER SCIENCE AND ENGINEERING,9112,9225,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",10610,10610,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,CSN,COMPUTER SCIENCE & ENGINEERING (NETWORKS),18814,21556,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),17449,17449,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,23689,23689,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,ECI,"ELECTRONICS COMMUNICATION AND INSTRUMENTATION
ENGINEERING",48702,53227,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,32640,40013,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,INF,INFORMATION TECHNOLOGY,15263,17398,125000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,COED,PVT,1980,MEC,MECHANICAL ENGINEERING,109981,109981,125000,KU
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,GIRLS,PVT,2009,CIV,CIVIL ENGINEERING,0,116108,55000,JNTUH
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,GIRLS,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,0,44873,55000,JNTUH
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,GIRLS,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,0,85609,55000,JNTUH
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,GIRLS,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,50252,55000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,CIV,CIVIL ENGINEERING,118436,118436,55000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,45671,55424,55000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,87873,87873,55000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,113957,113957,55000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,117321,117321,55000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,MIN,MINING ENGINEERING,116158,116158,55000,JNTUH
KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,"KACHWANISINGARA
M",MDL,COED,PVT,2021,CSE,COMPUTER SCIENCE AND ENGINEERING,15545,15545,70000,OU
KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,"KACHWANISINGARA
M",MDL,COED,PVT,2021,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",18347,19292,70000,OU
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),5092,5092,103000,JNTUH
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,4094,5040,103000,JNTUH
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",5313,6038,103000,JNTUH
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,6666,7833,103000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,70934,74493,65000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",99709,99709,65000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43112,71190,65000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,110424,110424,65000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,118199,118449,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),52517,71895,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,41663,50537,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",57603,62390,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,85926,96358,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,95959,95959,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,117465,117465,72000,JNTUH
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2008,CIV,CIVIL ENGINEERING,118476,118476,90000,JNTUH
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),51623,56117,90000,JNTUH
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,40178,45098,90000,JNTUH
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",58146,70234,90000,JNTUH
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,80777,80777,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,62693,62693,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,CIV,CIVIL ENGINEERING,93253,113904,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,39029,39029,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,104346,105711,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,111548,116722,90000,JNTUH
KUCE,K U COLLEGE OF ENGG KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,CSE,COMPUTER SCIENCE AND ENGINEERING,16594,18024,35000,KU
KUCE,K U COLLEGE OF ENGG KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,45222,45222,35000,KU
KUCE,K U COLLEGE OF ENGG KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,MIN,MINING ENGINEERING,44046,57041,35000,KU
KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,CSE,COMPUTER SCIENCE AND ENGINEERING,31168,31168,70000,KU
KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,73056,73056,70000,KU
KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,91556,98421,70000,KU
KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,INF,INFORMATION TECHNOLOGY,66719,77530,70000,KU
KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,MIN,MINING ENGINEERING,113412,113412,70000,KU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU
CAMPUS",WARANGAL,HNK,GIRLS,SF,2013,CSE,COMPUTER SCIENCE AND ENGINEERING,0,22979,70000,KU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU
CAMPUS",WARANGAL,HNK,GIRLS,SF,2013,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",0,48708,70000,KU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU
CAMPUS",WARANGAL,HNK,GIRLS,SF,2013,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,0,55215,70000,KU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU
CAMPUS",WARANGAL,HNK,GIRLS,SF,2013,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,43929,70000,KU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU
CAMPUS",WARANGAL,HNK,GIRLS,SF,2013,INF,INFORMATION TECHNOLOGY,0,68257,70000,KU
KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,11030,11489,35000,KU
KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,16842,16842,35000,KU
KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,29912,29912,35000,KU
KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,MEC,MECHANICAL ENGINEERING,47683,65651,35000,KU
KUWLSF,"KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF
FINANCE",WARANGAL,HNK,COED,SF,2009,CIV,CIVIL ENGINEERING,70360,90972,70000,KU
KUWLSF,"KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF
FINANCE",WARANGAL,HNK,COED,SF,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),28512,34999,70000,KU
KUWLSF,"KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF
FINANCE",WARANGAL,HNK,COED,SF,2009,INF,INFORMATION TECHNOLOGY,31981,31981,70000,KU
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,CIV,CIVIL ENGINEERING,126089,126089,72000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,64139,71319,72000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,104362,104362,72000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,115452,115452,72000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,126089,126089,72000,JNTUH
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,CIV,CIVIL ENGINEERING,88733,88733,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,CSE,COMPUTER SCIENCE AND ENGINEERING,9870,10742,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,26472,26472,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,52394,58398,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,INF,INFORMATION TECHNOLOGY,13235,14399,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,MEC,MECHANICAL ENGINEERING,113117,117287,100000,OU
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,41816,46349,78000,OU
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,CIV,CIVIL ENGINEERING,52327,108075,78000,OU
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,24746,24746,78000,OU
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,62769,65539,78000,OU
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,59473,85602,78000,OU
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,110119,115469,78000,OU
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,0,76017,62000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,CIV,CIVIL ENGINEERING,0,114124,62000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,0,53250,62000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,0,103390,62000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,102941,62000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CIV,CIVIL ENGINEERING,45408,60443,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,8476,9786,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),6318,7619,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,5515,5966,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",6033,6033,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,14269,14334,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,19687,43446,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,7761,8744,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,MCT,MECHANICAL (MECHTRONICS) ENGINEERING,57285,95038,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,54729,108866,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,MMT,METALLURGY AND MATERIAL ENGINEERING,69803,69803,160000,JNTUH
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,2013,CSE,COMPUTER SCIENCE AND ENGINEERING,34444,34444,45000,MGUN
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,2013,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,75035,97213,45000,MGUN
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,2013,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,51311,110558,45000,MGUN
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,ANE,AERONAUTICAL ENGINEERING,73872,73872,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,CIV,CIVIL ENGINEERING,56374,113310,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,25716,25716,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",37105,37105,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,67413,67413,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,108237,108237,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,35777,35777,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,57959,116764,70000,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,0,86099,55000,JNTUH
